"Diagnosis (ICD-10)","Sex","Age group","Year","Incidence of psychiatric disorders"
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2018",83
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2019",66
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2020",52
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2021",86
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2022",86
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2023",121
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","15-19","2024",115
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","1998",58
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","1999",48
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2000",204
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2001",124
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2002",62
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2003",62
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2004",85
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2005",69
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2006",85
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2007",216
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2008",261
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2009",192
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2010",260
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2011",177
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2012",172
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2013",206
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2014",171
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2015",146
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2016",98
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2017",89
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2018",94
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2019",113
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2020",66
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2021",98
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2022",88
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2023",80
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","20-24","2024",84
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","1998",69
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","1999",46
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2000",213
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2001",152
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2002",50
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2003",64
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2004",73
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2005",96
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2006",86
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2007",173
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2008",276
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2009",217
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2010",296
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2011",271
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2012",285
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2013",242
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2014",199
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2015",226
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2016",183
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2017",167
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2018",231
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2019",234
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2020",114
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2021",192
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2022",160
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2023",139
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","25-34","2024",169
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","1998",72
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","1999",53
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","2000",180
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","2001",151
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","2002",51
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","2003",51
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","2004",50
"Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59)","Men and women","35-44","2005",94
